USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
CA	06047000802	2321653	0	0.896	0.	37.3433591	-120.5854604                                                                                                                                               
CA	06047000901	764132657	5414068	295.033	2.09	37.203588	-120.5697813                                                                                                                                    
CA	06047000903	13055749	68353	5.041	0.026	37.3146965	-120.5474353                                                                                                                                       
CA	06047000904	8626477	0	3.331	0.	37.3361551	-120.554154                                                                                                                                                
CA	06047001003	1940304	0	0.749	0.	37.3206471	-120.495454                                                                                                                                                
CA	06047001004	2055829	0	0.794	0.	37.3183669	-120.477943                                                                                                                                                
CA	06047001005	2831595	0	1.093	0.	37.3162986	-120.5116506                                                                                                                                               
CA	06047001006	1923400	0	0.743	0.	37.330488	-120.4789043                                                                                                                                                
CA	06047001007	7311961	0	2.823	0.	37.349706	-120.4837725                                                                                                                                                
CA	06047001008	7656992	0	2.956	0.	37.3349369	-120.5065304                                                                                                                                               
CA	06047001101	2436388	0	0.941	0.	37.3252966	-120.4601195                                                                                                                                               
CA	06047001200	4246279	0	1.639	0.	37.3136674	-120.4472741                                                                                                                                               
CA	06047001301	2572637	0	0.993	0.	37.3071954	-120.4917746                                                                                                                                               
CA	06047001302	1624831	0	0.627	0.	37.3040362	-120.4781907                                                                                                                                               
CA	06047001401	1766896	0	0.682	0.	37.2986938	-120.4642099                                                                                                                                               
CA	06047001402	4931862	0	1.904	0.	37.3030351	-120.4432482                                                                                                                                               
CA	06047001501	6543182	0	2.526	0.	37.2921188	-120.5149483                                                                                                                                               
CA	06047001502	864841	0	0.334	0.	37.2989187	-120.4965605                                                                                                                                                
CA	06047001503	1246391	0	0.481	0.	37.2927274	-120.4990996                                                                                                                                               
CA	06047001601	2115088	0	0.817	0.	37.2916308	-120.4768027                                                                                                                                               
CA	06047001603	2632143	0	1.016	0.	37.2809026	-120.4968331                                                                                                                                               
CA	06047001604	5812574	0	2.244	0.	37.2801478	-120.4671657                                                                                                                                               
CA	06047001700	3923326	0	1.515	0.	37.2875185	-120.4452153                                                                                                                                               
CA	06047001801	18028647	18842	6.961	0.007	37.3433213	-120.4370181                                                                                                                                       
CA	06047001901	263303404	2049455	101.662	0.791	37.355853	-120.3392864                                                                                                                                   
CA	06047001902	289613103	0	111.82	0.	37.2236134	-120.2247446                                                                                                                                            
CA	06047002001	393138949	19015748	151.792	7.342	37.1886009	-120.8961062                                                                                                                                 
CA	06047002002	192152461	2093054	74.19	0.808	37.1871821	-121.1049765                                                                                                                                    
CA	06047002100	1428106672	69234375	551.395	26.732	36.9542373	-120.9793353                                                                                                                               
CA	06047002201	5336457	0	2.06	0.	37.0634742	-120.8585279                                                                                                                                                
CA	06047002203	8215696	0	3.172	0.	37.0841366	-120.8620954                                                                                                                                               
CA	06047002204	4384915	0	1.693	0.	37.0858279	-120.8424804                                                                                                                                               
CA	06047002301	8046626	0	3.107	0.	37.0496097	-120.8634443                                                                                                                                               
CA	06047002303	6123166	0	2.364	0.	37.0497481	-120.8233031                                                                                                                                               
CA	06047002304	25690244	761040	9.919	0.294	37.0766885	-120.7934993                                                                                                                                      
CA	06047002305	2009165	0	0.776	0.	37.0732839	-120.8306584                                                                                                                                               
CA	06047002306	1132517	0	0.437	0.	37.0633457	-120.8152188                                                                                                                                               
CA	06047002401	231179767	659531	89.259	0.255	37.0439737	-120.6551864                                                                                                                                    
CA	06047002403	22908868	0	8.845	0.	36.9729892	-120.6190008                                                                                                                                              
CA	06047002404	5175171	0	1.998	0.	36.9818629	-120.6356596                                                                                                                                               
CA	06047002500	516758245	2516833	199.521	0.972	37.499088	-120.4694335                                                                                                                                   
CA	06047002601	26121787	0	10.086	0.	37.2693929	-120.402075                                                                                                                                              
CA	06047002602	20080527	0	7.753	0.	37.3158862	-120.4080396                                                                                                                                              
CA	06049000100	27715127	381552	10.701	0.147	41.5074206	-120.5539218                                                                                                                                     
CA	06049000200	2409364156	66821698	930.261	25.8	41.5108055	-121.2486404                                                                                                                                 
CA	06049000300	6125158277	466345593	2364.937	180.057	41.6379522	-120.6933431                                                                                                                            
CA	06049000400	1663639424	126955168	642.335	49.018	41.5772357	-120.0924522                                                                                                                              
CA	06051000101	4143554305	34470988	1599.835	13.309	37.680912	-118.5531055                                                                                                                               
CA	06051000102	3582664971	178534613	1383.275	68.933	38.2173511	-119.1242068                                                                                                                             
CA	06051000201	107733258	1626801	41.596	0.628	37.6055826	-118.9701024                                                                                                                                   
CA	06051000202	62672730	62740	24.198	0.024	37.6667865	-119.0226571                                                                                                                                      
CA	06053000101	9908517	22318	3.826	0.009	36.7398419	-121.6216521                                                                                                                                        
CA	06053000103	1025701	0	0.396	0.	36.7132771	-121.6495278                                                                                                                                               
CA	06053000104	2038309	4276	0.787	0.002	36.712683	-121.621008                                                                                                                                           
CA	06053000105	928215	0	0.358	0.	36.7114943	-121.6399562                                                                                                                                                
CA	06053000106	1145634	0	0.442	0.	36.7102274	-121.6307269                                                                                                                                               
CA	06053000200	1642438	0	0.634	0.	36.7023913	-121.6435842                                                                                                                                               
CA	06053000300	1227263	0	0.474	0.	36.7030907	-121.6595817                                                                                                                                               
CA	06053000400	2509095	0	0.969	0.	36.6928894	-121.6499433                                                                                                                                               
CA	06053000501	511717	0	0.198	0.	36.6758882	-121.6327942                                                                                                                                                
CA	06053000502	2790280	45591	1.077	0.018	36.6843587	-121.6342814                                                                                                                                        
CA	06053000600	1078836	0	0.417	0.	36.6799302	-121.6171938                                                                                                                                               
CA	06053000701	628364	0	0.243	0.	36.6877999	-121.6091487                                                                                                                                                
CA	06053000702	485565	0	0.187	0.	36.6846397	-121.6108778                                                                                                                                                
CA	06053000800	1024458	0	0.396	0.	36.6748899	-121.6146898                                                                                                                                               
CA	06053000900	1656985	0	0.64	0.	36.6690582	-121.6261025                                                                                                                                                
CA	06053001200	1231337	0	0.475	0.	36.6646451	-121.6493229                                                                                                                                               
CA	06053001300	924510	0	0.357	0.	36.6748845	-121.6550762                                                                                                                                                
CA	06053001400	1239633	0	0.479	0.	36.6706218	-121.6639509                                                                                                                                               
CA	06053001500	4682418	0	1.808	0.	36.6584132	-121.6725274                                                                                                                                               
CA	06053001600	864843	0	0.334	0.	36.6701185	-121.6776093                                                                                                                                                
CA	06053001700	967930	0	0.374	0.	36.678845	-121.6692674                                                                                                                                                 
CA	06053001801	2798219	0	1.08	0.	36.6893747	-121.6700285                                                                                                                                                
CA	06053001802	1498313	0	0.579	0.	36.6856739	-121.6550156                                                                                                                                               
CA	06053010101	26124812	1307184	10.087	0.505	36.8715786	-121.7706766                                                                                                                                    
CA	06053010102	30988350	65950	11.965	0.025	36.8844436	-121.6811787                                                                                                                                      
CA	06053010202	40331725	280374	15.572	0.108	36.8474336	-121.6842241                                                                                                                                     
CA	06053010305	15689047	17079	6.058	0.007	36.8191591	-121.6752959                                                                                                                                       
CA	06053010306	60784378	1787793	23.469	0.69	36.7510823	-121.7175784                                                                                                                                     
CA	06053010400	2645621	0	1.021	0.	36.7648402	-121.7533763                                                                                                                                               
CA	06053010501	67098679	167219	25.907	0.065	36.7895164	-121.6227734                                                                                                                                     
CA	06053010504	30001145	510794	11.584	0.197	36.7319333	-121.6896251                                                                                                                                     
CA	06053010505	865505	0	0.334	0.	36.7291549	-121.6494211                                                                                                                                                
CA	06053010506	876937	0	0.339	0.	36.7243315	-121.654345                                                                                                                                                 
CA	06053010603	2001830	0	0.773	0.	36.7063035	-121.6134029                                                                                                                                               
CA	06053010604	1200115	0	0.463	0.	36.6969398	-121.604063                                                                                                                                                
CA	06053010605	1081872	0	0.418	0.	36.6886971	-121.5991693                                                                                                                                               
CA	06053010606	286503913	849953	110.62	0.328	36.6852793	-121.5676557                                                                                                                                    
CA	06053010607	443859	0	0.171	0.	36.6930243	-121.6144991                                                                                                                                                
CA	06053010608	2186157	31546	0.844	0.012	36.6950956	-121.6225012                                                                                                                                        
CA	06053010702	142047629	2121463	54.845	0.819	36.5436798	-121.6316313                                                                                                                                   
CA	06053010804	119546802	7445605	46.157	2.875	36.492358	-121.4789669                                                                                                                                    
CA	06053010900	3736271	15260	1.443	0.006	36.4743205	-121.3770688                                                                                                                                        
CA	06053011001	40145285	313514	15.5	0.121	36.4818749	-121.6894397                                                                                                                                       
CA	06053011002	449491959	1241322	173.55	0.479	36.3913637	-121.6806215                                                                                                                                   
CA	06053011101	484960147	2391543	187.244	0.923	36.359698	-121.4651878                                                                                                                                   
CA	06053011103	1683613	456	0.65	0.	36.415945	-121.3164457                                                                                                                                               
CA	06053011104	1446187	0	0.558	0.	36.4355464	-121.3299972                                                                                                                                               
CA	06053011105	2134685	5489	0.824	0.002	36.4318458	-121.3207781                                                                                                                                         
CA	06053011106	115201588	97050	44.48	0.037	36.4616023	-121.2981854                                                                                                                                      
CA	06053011202	3803256	202	1.468	0.	36.3293134	-121.2400259                                                                                                                                             
CA	06053011203	2021448	0	0.78	0.	36.3169984	-121.244254                                                                                                                                                 
CA	06053011204	237513747	8213218	91.705	3.171	36.3542478	-121.2461492                                                                                                                                   
CA	06053011302	1892042	0	0.731	0.	36.2128208	-121.1254698                                                                                                                                               
CA	06053011303	611303819	6029808	236.026	2.328	36.1770603	-121.2767662                                                                                                                                  
CA	06053011305	543936779	4614641	210.015	1.782	36.246079	-121.0176253                                                                                                                                   
CA	06053011306	1755507	0	0.678	0.	36.2042075	-121.121195                                                                                                                                                
CA	06053011400	3667519241	49218276	1416.037	19.003	35.9668581	-120.9172021                                                                                                                              
CA	06053011502	651025601	19890256	251.362	7.68	36.2803804	-121.6972544                                                                                                                                  
CA	06053011604	95581515	2440594	36.904	0.942	36.4997312	-121.871267                                                                                                                                     
CA	06053011605	12431401	94312	4.8	0.036	36.5525118	-121.8877967                                                                                                                                         
CA	06053011606	33537191	213934	12.949	0.083	36.5403969	-121.8179114                                                                                                                                     
CA	06053011700	5290270	652757	2.043	0.252	36.5294601	-121.9250324                                                                                                                                       
CA	06053011801	1060220	0	0.409	0.	36.5585612	-121.9212894                                                                                                                                               
CA	06053011802	1687736	420729	0.652	0.162	36.5494476	-121.9239502                                                                                                                                       
CA	06053011901	15464050	1650739	5.971	0.637	36.5783772	-121.942244                                                                                                                                      
CA	06053011902	5409148	1433183	2.088	0.553	36.6003756	-121.9488877                                                                                                                                      
CA	06053012000	1053382	0	0.407	0.	36.6034617	-121.9272234                                                                                                                                               
CA	06053012100	1144780	11596	0.442	0.004	36.6129762	-121.9252483                                                                                                                                        
CA	06053012200	862071	0	0.333	0.	36.6173279	-121.9208292                                                                                                                                                
CA	06053012302	563390	0	0.218	0.	36.6199026	-121.9174657                                                                                                                                                
CA	06053012401	784182	555380	0.303	0.214	36.6228559	-121.9132892                                                                                                                                        
CA	06053012402	2824304	945428	1.09	0.365	36.6262314	-121.9319044                                                                                                                                        
CA	06053012503	737666	0	0.285	0.	36.6097599	-121.913178                                                                                                                                                 
CA	06053012504	929346	528212	0.359	0.204	36.6126752	-121.8991991                                                                                                                                        
CA	06053012601	1691242	60486	0.653	0.023	36.6045157	-121.911505                                                                                                                                         
CA	06053012700	1593842	552291	0.615	0.213	36.6020796	-121.8947009                                                                                                                                       
CA	06053012800	4301933	0	1.661	0.	36.5895596	-121.9094933                                                                                                                                               
CA	06053013000	3185989	467762	1.23	0.181	36.5938492	-121.8844269                                                                                                                                        
CA	06053013100	1275541	0	0.492	0.	36.5816363	-121.8795869                                                                                                                                               
CA	06053013200	48405617	34615	18.69	0.013	36.5622513	-121.8056041                                                                                                                                       
CA	06053013300	5611057	403212	2.166	0.156	36.5941325	-121.8548464                                                                                                                                       
CA	06053013400	1149816	5204	0.444	0.002	36.5939202	-121.8380597                                                                                                                                         
CA	06053013500	1436816	0	0.555	0.	36.603362	-121.8317468                                                                                                                                                
CA	06053013600	950615	0	0.367	0.	36.6015567	-121.8432617                                                                                                                                                
CA	06053013700	711788	0	0.275	0.	36.6107804	-121.8411902                                                                                                                                                
CA	06053013800	1280672	0	0.494	0.	36.6128974	-121.8292766                                                                                                                                               
CA	06053013900	1034645	0	0.399	0.	36.6190341	-121.8296873                                                                                                                                               
CA	06053014000	2638923	362509	1.019	0.14	36.6151532	-121.8487991                                                                                                                                        
CA	06053014102	11751287	84747	4.537	0.033	36.6634389	-121.8002812                                                                                                                                       
CA	06053014104	3204476	0	1.237	0.	36.6518615	-121.7987528                                                                                                                                               
CA	06053014105	5069338	0	1.957	0.	36.6605315	-121.7650065                                                                                                                                               
CA	06053014108	9897833	1165542	3.822	0.45	36.6438701	-121.8233903                                                                                                                                       
CA	06053014109	75543958	33461	29.168	0.013	36.5957767	-121.7844785                                                                                                                                      
CA	06053014110	50412420	384071	19.464	0.148	36.5799031	-121.6548989                                                                                                                                     
CA	06053014201	1556644	0	0.601	0.	36.6765137	-121.7937321                                                                                                                                               
CA	06053014202	1032428	0	0.399	0.	36.6807321	-121.7902463                                                                                                                                               
CA	06053014301	10408964	1630751	4.019	0.63	36.7171425	-121.8036184                                                                                                                                      
CA	06053014302	13982574	410482	5.399	0.158	36.7093302	-121.7718206                                                                                                                                      
CA	06053014500	13891947	0	5.364	0.	36.6483828	-121.6367292                                                                                                                                              
CA	06053014601	43429917	4044182	16.768	1.561	36.8334157	-121.7572058                                                                                                                                    
CA	06053014700	30741925	468304	11.87	0.181	36.8010562	-121.7117029                                                                                                                                      
CA	06053014800	277354571	316741	107.087	0.122	36.5828283	-121.4196107                                                                                                                                   
CA	06053980000	3904134	0	1.507	0.	36.6632958	-121.6049632                                                                                                                                               
CA	06053990000	0	1141747446	0.	440.831	36.7177418	-121.9641161                                                                                                                                          
CA	06055200201	1394893	0	0.539	0.	38.2918397	-122.2978636                                                                                                                                               
CA	06055200202	1008487	24848	0.389	0.01	38.2954236	-122.2885169                                                                                                                                         
CA	06055200203	810377	38997	0.313	0.015	38.2870988	-122.2891839                                                                                                                                         
CA	06055200301	2842454	93697	1.097	0.036	38.28795	-122.2739891                                                                                                                                          
CA	06055200302	1884671	8549	0.728	0.003	38.2874768	-122.2591559                                                                                                                                         
CA	06055200400	6408884	94775	2.474	0.037	38.3108242	-122.2620407                                                                                                                                        
CA	06055200501	1971340	0	0.761	0.	38.3110983	-122.3010928                                                                                                                                               
CA	06055200503	1315607	46889	0.508	0.018	38.3052531	-122.287051                                                                                                                                         
CA	06055200504	1848074	0	0.714	0.	38.317079	-122.2915951                                                                                                                                                
CA	06055200505	760042	4908	0.293	0.002	38.3152192	-122.2812515                                                                                                                                          
CA	06055200601	2043215	0	0.789	0.	38.3317566	-122.3124397                                                                                                                                               
CA	06055200602	3320511	17381	1.282	0.007	38.334581	-122.2995123                                                                                                                                         
CA	06055200703	2248880	0	0.868	0.	38.3098465	-122.3294506                                                                                                                                               
CA	06055200704	1549455	0	0.598	0.	38.3153568	-122.315412                                                                                                                                                
CA	06055200705	1271604	0	0.491	0.	38.3056856	-122.3106008                                                                                                                                               
CA	06055200706	1856471	0	0.717	0.	38.3307724	-122.3302221                                                                                                                                               
CA	06055200707	1490145	0	0.575	0.	38.3234476	-122.3205427                                                                                                                                               
CA	06055200802	13387033	858911	5.169	0.332	38.2692695	-122.30278                                                                                                                                        
CA	06055200803	5102704	18486	1.97	0.007	38.2888335	-122.3383135                                                                                                                                         
CA	06055200804	1227874	0	0.474	0.	38.2946547	-122.3074338                                                                                                                                               
CA	06055200900	4863038	192592	1.878	0.074	38.274245	-122.2727846                                                                                                                                        
CA	06055201003	72585260	210700	28.025	0.081	38.2373457	-122.2312309                                                                                                                                     
CA	06055201004	2590700	1415	1.	0.001	38.1612495	-122.2397673                                                                                                                                            
CA	06055201005	29356254	9617368	11.335	3.713	38.2033546	-122.2809609                                                                                                                                    
CA	06055201006	1588779	0	0.613	0.	38.1712166	-122.260628                                                                                                                                                
CA	06055201007	1303116	0	0.503	0.	38.1609837	-122.2597964                                                                                                                                               
CA	06055201101	1730353	0	0.668	0.	38.3068422	-122.3458092                                                                                                                                               
CA	06055201102	150657871	5073548	58.169	1.959	38.2693294	-122.3654555                                                                                                                                   
CA	06055201200	59605298	225407	23.014	0.087	38.3694953	-122.3628375                                                                                                                                     
CA	06055201300	3857833	6876	1.49	0.003	38.3935118	-122.3655355                                                                                                                                          
CA	06055201401	102672329	407924	39.642	0.158	38.4066026	-122.2800482                                                                                                                                    
CA	06055201402	31907018	103808	12.319	0.04	38.3227889	-122.2248883                                                                                                                                      
CA	06055201403	236012977	2175542	91.125	0.84	38.4219801	-122.1823391                                                                                                                                    
CA	06055201500	134022519	247183	51.746	0.095	38.4765085	-122.4672115                                                                                                                                    
CA	06055201601	6253081	80272	2.414	0.031	38.5026048	-122.4521007                                                                                                                                        
CA	06055201602	6317491	86347	2.439	0.033	38.5082184	-122.4787754                                                                                                                                        
CA	06055201700	177981110	4241324	68.719	1.638	38.5549366	-122.4312603                                                                                                                                   
CA	06055201800	683939921	79945346	264.071	30.867	38.6404729	-122.2866466                                                                                                                                
CA	06055201900	179938949	574677	69.475	0.222	38.638815	-122.525787                                                                                                                                      
CA	06055202000	6679881	46827	2.579	0.018	38.5814083	-122.5826961                                                                                                                                        
CA	06057000102	20011269	53117	7.726	0.021	39.124831	-121.0499716                                                                                                                                        
CA	06057000104	12431127	18821	4.8	0.007	39.1509511	-121.0593919                                                                                                                                         
CA	06057000105	44003702	29143	16.99	0.011	39.068005	-121.1014847                                                                                                                                        
CA	06057000106	21506074	552466	8.304	0.213	39.0271511	-121.083805                                                                                                                                       
CA	06057000107	49623767	908432	19.16	0.351	39.0722964	-121.0431089                                                                                                                                      
CA	06057000200	195625173	383978	75.531	0.148	39.10219	-121.200011                                                                                                                                       
CA	06057000300	58632339	22539	22.638	0.009	39.1602775	-121.0974699                                                                                                                                      
CA	06057000401	18579451	1172452	7.174	0.453	39.24605	-121.1801765                                                                                                                                       
CA	06057000403	57167490	0	22.072	0.	39.1755854	-121.2253941                                                                                                                                             
CA	06057000404	82973447	1382528	32.036	0.534	39.2650892	-121.2296526                                                                                                                                    
CA	06057000502	11125131	0	4.295	0.	39.2116644	-121.0816493                                                                                                                                              
CA	06057000503	4860754	0	1.877	0.	39.2337563	-121.0869263                                                                                                                                               
CA	06057000504	5959604	0	2.301	0.	39.2332975	-121.0511573                                                                                                                                               
CA	06057000601	3201021	0	1.236	0.	39.2297614	-121.0267992                                                                                                                                               
CA	06057000602	11591612	0	4.476	0.	39.2101339	-121.0371684                                                                                                                                              
CA	06057000701	224212284	2405863	86.569	0.929	39.2295298	-120.8825536                                                                                                                                   
CA	06057000702	49151810	17752	18.978	0.007	39.1611141	-121.005663                                                                                                                                       
CA	06057000801	155917400	2856299	60.2	1.103	39.3058929	-120.9405534                                                                                                                                     
CA	06057000802	28909058	9642	11.162	0.004	39.2508975	-121.045279                                                                                                                                        
CA	06057000900	1300604632	28051666	502.166	10.831	39.4173331	-120.5885542                                                                                                                               
CA	06057001205	59575396	271233	23.002	0.105	39.342348	-120.1090918                                                                                                                                      
CA	06057001207	11461288	0	4.425	0.	39.3406604	-120.171729                                                                                                                                               
CA	06057001208	20833072	0	8.044	0.	39.3421409	-120.2613747                                                                                                                                              
CA	06057001209	11543103	3396062	4.457	1.311	39.3274339	-120.2668468                                                                                                                                     
CA	06057001210	10269557	0	3.965	0.	39.3564647	-120.2317013                                                                                                                                              
CA	06057001211	10817738	0	4.177	0.	39.350653	-120.1915261                                                                                                                                               
CA	06059001101	1750526	0	0.676	0.	33.9427647	-117.9631381                                                                                                                                               
CA	06059001102	1021480	0	0.394	0.	33.9340209	-117.972269                                                                                                                                                
CA	06059001103	1343569	0	0.519	0.	33.9346776	-117.9615275                                                                                                                                               
